id,label
tensor(291),0.9589301943778992
tensor(212),0.9970182180404663
tensor(4528),0.9713523983955383
tensor(1513),0.9764917492866516
tensor(906),0.9839214086532593
tensor(52),0.9999217987060547
tensor(11518),0.9998300075531006
tensor(10489),0.9999932050704956
tensor(1626),0.9796048402786255
tensor(10353),0.9999740123748779
tensor(5267),0.9999816417694092
tensor(6170),0.9964060187339783
tensor(565),0.9577471017837524
tensor(1463),0.9673049449920654
tensor(726),0.9762092232704163
tensor(614),0.9997420907020569
tensor(10281),0.9569815993309021
tensor(1990),0.9701541662216187
tensor(7628),0.9985742568969727
tensor(10231),0.998245358467102
tensor(1456),0.9995197057723999
tensor(10442),0.9984307885169983
tensor(5245),0.9921340942382812
tensor(2254),0.9945437908172607
tensor(2353),0.992999792098999
tensor(9918),0.9567573070526123
tensor(6522),0.997931957244873
tensor(2338),0.9948211908340454
tensor(2476),0.9880993962287903
tensor(12339),0.9808405041694641
tensor(7040),0.9887711405754089
tensor(9644),0.9758256077766418
tensor(4756),0.9634141325950623
tensor(7289),0.9796726703643799
tensor(2286),0.9999637603759766
tensor(5071),0.988038182258606
tensor(4739),0.9999964237213135
tensor(1916),0.9938633441925049
tensor(11725),0.9947958588600159
tensor(5358),0.9983964562416077
tensor(2263),0.9996486902236938
tensor(8074),0.9896358847618103
tensor(8017),0.977580189704895
tensor(4914),0.9742412567138672
tensor(7550),0.9930235147476196
tensor(11178),0.9684272408485413
tensor(11979),0.9673593044281006
tensor(11390),0.998813271522522
tensor(7776),0.9764310717582703
tensor(10366),0.9940599203109741
tensor(8374),0.9975912570953369
tensor(11547),0.9977074861526489
tensor(3014),0.9998728036880493
tensor(12136),0.998600423336029
tensor(11196),0.9968487620353699
tensor(9846),0.9615702629089355
tensor(9328),0.9998980760574341
tensor(943),0.9983454942703247
tensor(9473),0.9683465361595154
tensor(12446),0.9996143579483032
tensor(12130),0.9889785647392273
tensor(9145),0.9581556916236877
tensor(6743),0.9538186192512512
tensor(3858),0.9543160796165466
tensor(9632),0.9996280670166016
tensor(7495),0.9780617952346802
tensor(4876),0.9991292357444763
tensor(4091),0.9945546388626099
tensor(4568),0.9587046504020691
tensor(5530),0.9966849684715271
tensor(7603),0.999761164188385
tensor(10468),0.9778115153312683
tensor(3580),0.9678630232810974
tensor(11471),0.9831905364990234
tensor(9326),0.9875468611717224
tensor(11617),0.9609919190406799
tensor(5471),0.9759791493415833
tensor(2024),0.9610260725021362
tensor(4399),0.979066789150238
tensor(5152),0.9968501925468445
tensor(1260),0.9993665814399719
tensor(11266),0.9938691258430481
tensor(12249),0.9998137354850769
tensor(7257),0.9996862411499023
tensor(11237),0.9892994165420532
tensor(1209),0.9586739540100098
tensor(6304),0.9751756191253662
tensor(962),0.9971133470535278
tensor(1030),0.9926195740699768
tensor(7808),0.9546124339103699
tensor(1650),0.9524993896484375
tensor(8382),0.9985301494598389
tensor(11149),0.9775881767272949
tensor(3301),0.9906548857688904
tensor(11352),0.9788016080856323
tensor(872),0.9998824596405029
tensor(9884),0.9917864203453064
tensor(11204),0.9726167321205139
tensor(9291),0.9983102083206177
tensor(9816),0.9614059329032898
tensor(7224),0.989769697189331
tensor(4896),0.9663745760917664
tensor(5738),0.9795361161231995
tensor(10792),0.9928537011146545
tensor(4387),0.9816024899482727
tensor(3049),0.9614933133125305
tensor(10374),0.9983256459236145
tensor(12038),0.9731854200363159
tensor(4284),0.9948238134384155
tensor(9984),0.9750528931617737
tensor(8261),0.9845644235610962
tensor(7790),0.993178129196167
tensor(2961),0.9997774958610535
tensor(7431),0.9999690055847168
tensor(10335),0.982595682144165
tensor(11062),0.9996476173400879
tensor(983),0.956377387046814
tensor(11636),0.9980504512786865
tensor(10124),0.9669538736343384
tensor(7925),0.9837446212768555
tensor(9071),0.9569840431213379
tensor(5340),0.9653262495994568
tensor(8239),0.9991294741630554
tensor(4136),0.952549934387207
tensor(5706),0.9968344569206238
tensor(10960),0.9999157190322876
tensor(3728),0.9983293414115906
tensor(8935),0.9723561406135559
tensor(1119),0.9808722734451294
tensor(6285),0.9612153172492981
tensor(9366),0.9931454658508301
tensor(6463),0.9598035216331482
tensor(11430),0.9996856451034546
tensor(8126),0.9607920050621033
tensor(4191),0.9714145064353943
tensor(3683),0.996696949005127
tensor(1229),0.9992383718490601
tensor(1177),0.986422061920166
tensor(9440),0.9955631494522095
tensor(11478),0.9993543028831482
tensor(9306),0.9972327351570129
tensor(3775),0.9979591369628906
tensor(3727),0.9827517867088318
tensor(8971),0.9601626396179199
tensor(470),0.9995434880256653
tensor(3742),0.9732707738876343
tensor(12393),0.9752091765403748
tensor(6337),0.9544311761856079
tensor(310),0.9766606688499451
tensor(780),0.9699287414550781
tensor(1331),0.9956396818161011
tensor(687),0.9812166094779968
tensor(11498),0.9959476590156555
tensor(5596),0.9955978989601135
tensor(6627),0.9529154300689697
tensor(10625),0.9557481408119202
tensor(6011),0.9999556541442871
tensor(1867),0.9996558427810669
tensor(5919),0.9942069053649902
tensor(6115),0.9765380024909973
tensor(9414),0.9714903235435486
tensor(11140),0.9957314133644104
tensor(6697),0.9988740086555481
tensor(11300),0.999768078327179
tensor(2110),0.9744146466255188
tensor(5684),0.9984146356582642
tensor(1001),0.9880604147911072
tensor(11685),0.9944552779197693
tensor(7321),0.9955495595932007
tensor(5934),0.996061384677887
tensor(11188),0.9770018458366394
tensor(4130),0.989663302898407
tensor(58),0.9636884331703186
tensor(30),0.9749850034713745
tensor(8123),0.9992051720619202
tensor(690),0.9764233231544495
tensor(7372),0.9591249227523804
tensor(12270),0.9598641395568848
tensor(6243),0.9739680886268616
tensor(6542),0.9999784231185913
tensor(888),0.9874845147132874
tensor(12337),0.9843376278877258
tensor(5053),0.990802526473999
tensor(2575),0.9908367395401001
tensor(3626),0.9938021898269653
tensor(5066),0.9581767916679382
